com_name,N,continent,month
Rufous-cheeked Nightjar,1,Africa,sept23
Cape Rock-Thrush,3,Africa,sept23
Pin-tailed Whydah,63,Africa,sept23
Dideric Cuckoo,3,Africa,sept23
African Scops-Owl,2,Africa,sept23
Spotted Eagle-Owl,10,Africa,sept23
White-rumped Swift,1,Africa,sept23
White-throated Robin-Chat,1,Africa,sept23
Fire-crested Alethe,2,Africa,sept23
Vinaceous Dove,4,Africa,sept23
African Paradise-Flycatcher,8,Africa,sept23
Red-cheeked Cordonbleu,5,Africa,sept23
Northern Black-Flycatcher,3,Africa,sept23
Malachite Kingfisher,4,Africa,sept23
Nubian Woodpecker,6,Africa,sept23
Rameron Pigeon,3,Africa,sept23
Blue-naped Mousebird,10,Africa,sept23
Great White Pelican,7,Africa,sept23
Red-billed Firefinch,1,Africa,sept23
Black-headed Gonolek,1,Africa,sept23
Abyssinian Roller,1,Africa,sept23
Western Black-headed Oriole,1,Africa,sept23
Northern Yellow White-eye,1,Africa,sept23
Chestnut-crowned Sparrow-Weaver,1,Africa,sept23
Fork-tailed Drongo,7,Africa,sept23
Rüppell's Starling,1,Africa,sept23
Lesser Blue-eared Starling,1,Africa,sept23
Superb Starling,1,Africa,sept23
African Gray Woodpecker,1,Africa,sept23
Emerald-spotted Wood-Dove,1,Africa,sept23
Southern Ground-Hornbill,1,Africa,sept23
Greater Honeyguide,1,Africa,sept23
Broad-billed Roller,1,Africa,sept23
Peregrine Falcon,1,Africa,sept23
Spotted Thick-knee,7,Africa,oct23
Cape Robin-Chat,3546,Africa,oct23
Helmeted Guineafowl,537,Africa,oct23
Hadada Ibis,2319,Africa,oct23
Red-eyed Dove,233,Africa,oct23
Dark-capped Bulbul,1,Africa,oct23
Gray Go-away-bird,81,Africa,oct23
Red-faced Mousebird,93,Africa,oct23
Southern Masked-Weaver,553,Africa,oct23
Brown-hooded Kingfisher,67,Africa,oct23
Cape White-eye,245,Africa,oct23
Eurasian Hoopoe,11,Africa,oct23
Crested Barbet,399,Africa,oct23
Cardinal Woodpecker,1,Africa,oct23
Laughing Dove,228,Africa,oct23
Rose-ringed Parakeet,24,Africa,oct23
African Hoopoe,3,Africa,oct23
Cape Sparrow,49,Africa,oct23
Egyptian Goose,5,Africa,oct23
Speckled Mousebird,13,Africa,oct23
Tawny-flanked Prinia,1,Africa,oct23
Black-collared Barbet,13,Africa,oct23
Red-winged Starling,4,Africa,oct23
Southern Black-Tit,1,Africa,oct23
Cape Rock-Thrush,3,Africa,oct23
Common Waxbill,4,Africa,oct23
Little Swift,9,Africa,oct23
Speckled Pigeon,5,Africa,oct23
Karoo Thrush,13,Africa,oct23
Common House-Martin,12,Africa,oct23
Common Bulbul,15,Africa,oct23
Black-fronted Bulbul,1,Africa,oct23
Little Bittern,2,Africa,oct23
Crowned Lapwing,6,Africa,oct23
Common Swift,1,Africa,oct23
Rock Pigeon,4,Africa,oct23
Barn Owl,19,Africa,oct23
Common Myna,26,Africa,oct23
Cape Starling,9,Africa,oct23
Green Woodhoopoe,5,Africa,oct23
Scarlet-chested Sunbird,4,Africa,oct23
Black Kite,4,Africa,oct23
Red-cheeked Cordonbleu,44,Africa,oct23
European Bee-eater,26,Africa,oct23
African Thrush,43,Africa,oct23
Northern Gray-headed Sparrow,33,Africa,oct23
African Paradise-Flycatcher,23,Africa,oct23
White-faced Whistling-Duck,1,Africa,oct23
White-browed Robin-Chat,322,Africa,oct23
Gray-headed Bushshrike,3,Africa,oct23
Yellow-fronted Tinkerbird,738,Africa,oct23
Vinaceous Dove,181,Africa,oct23
Striped Kingfisher,19,Africa,oct23
Abyssinian Nightjar,18,Africa,oct23
Fan-tailed Raven,200,Africa,oct23
Rüppell's Starling,3,Africa,oct23
Lesser Blue-eared Starling,40,Africa,oct23
Blue-spotted Wood-Dove,19,Africa,oct23
Wood Sandpiper,2,Africa,oct23
Broad-billed Roller,3,Africa,oct23
African Wood-Owl,66,Africa,oct23
Common Greenshank,2,Africa,oct23
Verreaux's Eagle-Owl,6,Africa,oct23
Eurasian Moorhen,3,Africa,oct23
Fire-crested Alethe,13,Africa,oct23
House Sparrow,1,Africa,oct23
Black-winged Bishop,6,Africa,oct23
Great White Pelican,65,Africa,oct23
White-rumped Swift,1,Africa,oct23
White-bellied Tit,1,Africa,oct23
Klaas's Cuckoo,12,Africa,oct23
White-breasted Sunbird,6,Africa,oct23
Collared Sunbird,1,Africa,oct23
Alpine Swift,1,Africa,oct23
African Scops-Owl,5,Africa,oct23
African Palm-Swift,89,Africa,oct23
Tropical Boubou,1,Africa,oct23
Chestnut-throated Apalis,1,Africa,oct23
African Gray Hornbill,70,Africa,oct23
Bank Swallow,2,Africa,oct23
Chestnut-crowned Sparrow-Weaver,132,Africa,oct23
African Gray Woodpecker,19,Africa,oct23
Stone Partridge,2,Africa,oct23
African Pygmy-Kingfisher,46,Africa,oct23
Mariqua Sunbird,3,Africa,oct23
Gray Heron,4,Africa,oct23
Lesser Honeyguide,1,Africa,oct23
Black-crowned Night-Heron,1,Africa,oct23
Kurrichane Thrush,1,Africa,oct23
Arrow-marked Babbler,2,Africa,oct23
Hamerkop,3,Africa,oct23
Common Buzzard,1,Africa,oct23
Dideric Cuckoo,3,Africa,oct23
Speckle-fronted Weaver,1,Africa,oct23
Red-chested Cuckoo,363,Africa,oct23
Fulvous Whistling-Duck,3,Africa,oct23
Pin-tailed Whydah,2,Africa,oct23
Bearded Woodpecker,1,Africa,oct23
Little Sparrowhawk,4,Africa,oct23
Spotted Flycatcher,1,Africa,oct23
Ethiopian Boubou,1,Africa,oct23
African Golden Oriole,1,Africa,oct23
African Fish-Eagle,3,Africa,oct23
Peregrine Falcon,4,Africa,oct23
Spotted Eagle-Owl,67,Africa,oct23
Beautiful Sunbird,2,Africa,oct23
Yellow-fronted Canary,1,Africa,oct23
Common Sandpiper,1,Africa,oct23
Little Sparrowhawk,5,Africa,nov23
Cape Robin-Chat,514,Africa,nov23
Kurrichane Thrush,4,Africa,nov23
Hadada Ibis,2727,Africa,nov23
Fire-crested Alethe,97,Africa,nov23
White-browed Robin-Chat,210,Africa,nov23
Common Myna,5,Africa,nov23
Spotted Flycatcher,28,Africa,nov23
African Pygmy-Kingfisher,573,Africa,nov23
Vinaceous Dove,938,Africa,nov23
Yellow-fronted Tinkerbird,753,Africa,nov23
African Paradise-Flycatcher,71,Africa,nov23
Cape Sparrow,31,Africa,nov23
Cape White-eye,20,Africa,nov23
Common House-Martin,9,Africa,nov23
Chestnut-crowned Sparrow-Weaver,215,Africa,nov23
Peregrine Falcon,1,Africa,nov23
White-breasted Sunbird,3,Africa,nov23
Abyssinian Nightjar,90,Africa,nov23
Green-backed Camaroptera,1,Africa,nov23
Rose-ringed Parakeet,19,Africa,nov23
European Pied Flycatcher,1,Africa,nov23
Pearl-spotted Owlet,2,Africa,nov23
Striped Kingfisher,201,Africa,nov23
Northern Puffback,93,Africa,nov23
Red-cheeked Cordonbleu,180,Africa,nov23
Klaas's Cuckoo,37,Africa,nov23
Southern Masked-Weaver,10,Africa,nov23
Verreaux's Eagle-Owl,174,Africa,nov23
African Scops-Owl,910,Africa,nov23
African Wood-Owl,361,Africa,nov23
Karoo Thrush,22,Africa,nov23
Yellow-fronted Canary,28,Africa,nov23
Blue-spotted Wood-Dove,194,Africa,nov23
African Cuckoo,3,Africa,nov23
African Gray Woodpecker,27,Africa,nov23
Pied Crow,1,Africa,nov23
Red-fronted Tinkerbird,3,Africa,nov23
Nubian Woodpecker,28,Africa,nov23
Scarlet-chested Sunbird,15,Africa,nov23
Red-chested Cuckoo,470,Africa,nov23
Wattled Lapwing,1,Africa,nov23
African Gray Hornbill,84,Africa,nov23
Broad-billed Roller,2,Africa,nov23
Lesser Blue-eared Starling,308,Africa,nov23
Speckled Mousebird,30,Africa,nov23
Helmeted Guineafowl,266,Africa,nov23
Fan-tailed Raven,176,Africa,nov23
Beautiful Sunbird,5,Africa,nov23
Rock Pigeon,3,Africa,nov23
Stone Partridge,17,Africa,nov23
White Helmetshrike,8,Africa,nov23
Little Swift,18,Africa,nov23
Lizard Buzzard,1,Africa,nov23
Common Greenshank,1,Africa,nov23
Spotted Thick-knee,40,Africa,nov23
Spotted Eagle-Owl,21,Africa,nov23
Tree Pipit,1,Africa,nov23
Common Bulbul,14,Africa,nov23
Zitting Cisticola,7,Africa,nov23
Chocolate-backed Kingfisher,1,Africa,nov23
Bronze Mannikin,13,Africa,nov23
Hamerkop,8,Africa,nov23
Small Buttonquail,2,Africa,nov23
Barn Owl,52,Africa,nov23
Yellow-billed Kite,4,Africa,nov23
Fulvous Whistling-Duck,3,Africa,nov23
Northern Gray-headed Sparrow,34,Africa,nov23
Red-eyed Dove,422,Africa,nov23
African Pied Wagtail,30,Africa,nov23
Crowned Lapwing,9,Africa,nov23
Baglafecht Weaver,3,Africa,nov23
Great White Pelican,5,Africa,nov23
Black-billed Wood-Dove,8,Africa,nov23
Pygmy Sunbird,2,Africa,nov23
Tropical Boubou,20,Africa,nov23
Common Swift,1,Africa,nov23
Malachite Kingfisher,1,Africa,nov23
Glossy-backed Drongo,2,Africa,nov23
Gray Heron,4,Africa,nov23
Speckled Pigeon,10,Africa,nov23
Eurasian Kestrel,3,Africa,nov23
Southern Boubou,6,Africa,nov23
African Golden Oriole,5,Africa,nov23
Emerald-spotted Wood-Dove,1,Africa,nov23
House Sparrow,2,Africa,nov23
Eurasian Hoopoe,9,Africa,nov23
Rüppell's Starling,33,Africa,nov23
Caspian Tern,1,Africa,nov23
Levaillant's Cuckoo,1,Africa,nov23
African Thrush,7,Africa,nov23
Laughing Dove,145,Africa,nov23
Freckled Nightjar,30,Africa,nov23
Alpine Swift,1,Africa,nov23
Streaky Seedeater,1,Africa,nov23
Eastern Violet-backed Sunbird,1,Africa,nov23
Wattled Starling,1,Africa,nov23
Abyssinian Roller,1,Africa,nov23
Brown-hooded Kingfisher,45,Africa,nov23
Variable Sunbird,12,Africa,nov23
Cinnamon-chested Bee-eater,1,Africa,nov23
Dideric Cuckoo,1,Africa,nov23
White-bellied Tit,1,Africa,nov23
Squacco Heron,2,Africa,nov23
Egyptian Goose,3,Africa,nov23
Northern Black-Flycatcher,1,Africa,nov23
African Palm-Swift,359,Africa,nov23
Black-necked Weaver,2,Africa,nov23
Green Woodhoopoe,2,Africa,nov23
Mocking Cliff-Chat,1,Africa,nov23
Namaqua Dove,1,Africa,nov23
Gray-headed Kingfisher,1,Africa,nov23
Fork-tailed Drongo,3,Africa,nov23
Yellow-billed Shrike,2,Africa,nov23
Little Bee-eater,1,Africa,nov23
Black-headed Gonolek,4,Africa,nov23
Chestnut-throated Apalis,2,Africa,nov23
Southern Gray-headed Sparrow,29,Africa,nov23
Western Black-headed Oriole,1,Africa,nov23
Hairy-breasted Barbet,18,Africa,nov23
Ring-necked Dove,1,Africa,nov23
African Fish-Eagle,1,Africa,nov23
Collared Flycatcher,5,Africa,nov23
Splendid Sunbird,1,Africa,nov23
Slender-tailed Nightjar,2,Africa,nov23
White-rumped Swift,5,Africa,nov23
Grey-backed Camaroptera,4,Africa,nov23
Little Bittern,1,Africa,nov23
Black Kite,1,Africa,nov23
Splendid Starling,2,Africa,nov23
Cinnamon Bracken-Warbler,3,Africa,nov23
Reichenow's Seedeater,3,Africa,nov23
Brubru,1,Africa,nov23
Eurasian Moorhen,1,Africa,nov23
Common Waxbill,1,Africa,nov23
Arrow-marked Babbler,3,Africa,nov23
Verreaux's Eagle-Owl,59,Africa,dec23
Barn Owl,18,Africa,dec23
Cape Robin-Chat,160,Africa,dec23
Karoo Thrush,23,Africa,dec23
Hadada Ibis,2134,Africa,dec23
White-browed Robin-Chat,504,Africa,dec23
Common Bulbul,168,Africa,dec23
Vinaceous Dove,850,Africa,dec23
Blue-spotted Wood-Dove,180,Africa,dec23
African Pygmy-Kingfisher,813,Africa,dec23
Red-cheeked Cordonbleu,824,Africa,dec23
Variable Sunbird,130,Africa,dec23
White-breasted Sunbird,1,Africa,dec23
Lesser Blue-eared Starling,306,Africa,dec23
Nubian Woodpecker,19,Africa,dec23
Klaas's Cuckoo,61,Africa,dec23
Hamerkop,11,Africa,dec23
Yellow-fronted Tinkerbird,1764,Africa,dec23
Northern Black-Flycatcher,7,Africa,dec23
Cinnamon Bracken-Warbler,2,Africa,dec23
Striped Kingfisher,175,Africa,dec23
Common House-Martin,13,Africa,dec23
Southern Masked-Weaver,8,Africa,dec23
Yellow-fronted Canary,6,Africa,dec23
Chestnut-crowned Sparrow-Weaver,442,Africa,dec23
African Paradise-Flycatcher,78,Africa,dec23
Pied Crow,49,Africa,dec23
African Gray Woodpecker,26,Africa,dec23
Abyssinian Nightjar,46,Africa,dec23
Laughing Dove,86,Africa,dec23
Dideric Cuckoo,2,Africa,dec23
African Scops-Owl,60,Africa,dec23
Red-eyed Dove,426,Africa,dec23
Fire-crested Alethe,47,Africa,dec23
Helmeted Guineafowl,433,Africa,dec23
Black-headed Gonolek,1,Africa,dec23
Speckled Pigeon,59,Africa,dec23
Northern Gray-headed Sparrow,54,Africa,dec23
African Gray Hornbill,88,Africa,dec23
African Pied Wagtail,5,Africa,dec23
Crowned Lapwing,20,Africa,dec23
Eurasian Hoopoe,5,Africa,dec23
Eurasian Kestrel,1,Africa,dec23
Southern Gray-headed Sparrow,71,Africa,dec23
Brown-hooded Kingfisher,181,Africa,dec23
Grey-backed Camaroptera,3,Africa,dec23
Eurasian Scops-Owl,1,Africa,dec23
Black-crowned Night-Heron,10,Africa,dec23
African Palm-Swift,26,Africa,dec23
Tropical Boubou,32,Africa,dec23
Red-fronted Barbet,4,Africa,dec23
Pygmy Sunbird,87,Africa,dec23
Little Bittern,5,Africa,dec23
Spotted Eagle-Owl,19,Africa,dec23
Green Sandpiper,1,Africa,dec23
Red-chested Cuckoo,2,Africa,dec23
Red-throated Bee-eater,1,Africa,dec23
Rüppell's Starling,17,Africa,dec23
Common Quail,1,Africa,dec23
Southern Boubou,5,Africa,dec23
African Wood-Owl,3,Africa,dec23
Eurasian Moorhen,10,Africa,dec23
Northern Yellow White-eye,8,Africa,dec23
Tambourine Dove,2,Africa,dec23
Cape White-eye,7,Africa,dec23
Small Buttonquail,3,Africa,dec23
Fan-tailed Raven,23,Africa,dec23
Western Black-headed Batis,2,Africa,dec23
Bronze Mannikin,3,Africa,dec23
African Cuckoo,1,Africa,dec23
Broad-billed Roller,2,Africa,dec23
Fiery-necked Nightjar,2,Africa,dec23
Speckled Mousebird,18,Africa,dec23
Gray Heron,5,Africa,dec23
Common Waxbill,3,Africa,dec23
Yellow-billed Kite,3,Africa,dec23
African Golden Oriole,9,Africa,dec23
Little Swift,5,Africa,dec23
African Fish-Eagle,18,Africa,dec23
Cape Sparrow,17,Africa,dec23
Rose-ringed Parakeet,11,Africa,dec23
Rock Pigeon,4,Africa,dec23
Ethiopian Boubou,1,Africa,dec23
Chestnut-throated Apalis,2,Africa,dec23
White Helmetshrike,2,Africa,dec23
Malachite Kingfisher,41,Africa,dec23
Red-faced Mousebird,2,Africa,dec23
Scarlet-chested Sunbird,1,Africa,dec23
Spotted Thick-knee,6,Africa,dec23
Peregrine Falcon,1,Africa,dec23
Common Swift,1,Africa,dec23
Green Woodhoopoe,1,Africa,dec23
Superb Starling,15,Africa,dec23
Gray-headed Kingfisher,5,Africa,dec23
Stone Partridge,1,Africa,dec23
Black-billed Wood-Dove,2,Africa,dec23
Emerald-spotted Wood-Dove,1,Africa,dec23
Little Weaver,1,Africa,dec23
Great White Pelican,92,Africa,dec23
Northern Puffback,2,Africa,dec23
Splendid Starling,1,Africa,dec23
Rüppell's Robin-Chat,1,Africa,dec23
Barn Swallow,1,Africa,dec23
Slender-tailed Nightjar,4,Africa,dec23
Common Myna,1,Africa,dec23
Freckled Nightjar,2,Africa,dec23
House Sparrow,2,Africa,dec23
Brown-tailed Chat,1,Africa,dec23
Pearl-spotted Owlet,1,Africa,dec23
Gray Go-away-bird,5,Africa,dec23
Eastern Violet-backed Sunbird,3,Africa,dec23
Hadada Ibis,1611,Africa,jan24
Crested Francolin,1031,Africa,jan24
Red-eyed Dove,583,Africa,jan24
White-browed Robin-Chat,283,Africa,jan24
Helmeted Guineafowl,215,Africa,jan24
African Paradise-Flycatcher,59,Africa,jan24
Cape Crombec,8,Africa,jan24
Rose-ringed Parakeet,33,Africa,jan24
Egyptian Goose,4,Africa,jan24
Southern Black-Tit,6,Africa,jan24
Cape Sparrow,64,Africa,jan24
African Pygmy-Kingfisher,68,Africa,jan24
Klaas's Cuckoo,50,Africa,jan24
Chestnut-crowned Sparrow-Weaver,27,Africa,jan24
Yellow-fronted Tinkerbird,51,Africa,jan24
White-breasted Sunbird,1689,Africa,jan24
Southern Yellow-billed Hornbill,212,Africa,jan24
Southern Red-billed Hornbill,272,Africa,jan24
Southern Gray-headed Sparrow,535,Africa,jan24
Gray Go-away-bird,195,Africa,jan24
Vinaceous Dove,38,Africa,jan24
Nubian Woodpecker,13,Africa,jan24
Lesser Blue-eared Starling,203,Africa,jan24
European Bee-eater,13,Africa,jan24
Variable Sunbird,194,Africa,jan24
Cape Robin-Chat,155,Africa,jan24
Amethyst Sunbird,2,Africa,jan24
Green Woodhoopoe,75,Africa,jan24
Pied Crow,58,Africa,jan24
Laughing Dove,397,Africa,jan24
Rüppell's Starling,9,Africa,jan24
Squacco Heron,6,Africa,jan24
Striped Kingfisher,23,Africa,jan24
Speckled Pigeon,81,Africa,jan24
Southern Cordonbleu,18,Africa,jan24
Little Swift,8,Africa,jan24
Natal Francolin,139,Africa,jan24
Barn Owl,18,Africa,jan24
Ring-necked Dove,573,Africa,jan24
Common Bulbul,140,Africa,jan24
Pygmy Sunbird,14,Africa,jan24
Red-backed Scrub-Robin,8,Africa,jan24
Green Sandpiper,7,Africa,jan24
Red-faced Mousebird,18,Africa,jan24
Superb Starling,12,Africa,jan24
Southern Masked-Weaver,17,Africa,jan24
Black-backed Puffback,12,Africa,jan24
Rock Pigeon,4,Africa,jan24
Cape White-eye,39,Africa,jan24
African Gray Hornbill,256,Africa,jan24
Cape Crow,17,Africa,jan24
Karoo Thrush,18,Africa,jan24
Blue-spotted Wood-Dove,51,Africa,jan24
Dideric Cuckoo,3,Africa,jan24
Crested Barbet,66,Africa,jan24
Emerald-spotted Wood-Dove,257,Africa,jan24
Spotted Eagle-Owl,7,Africa,jan24
Small Buttonquail,16,Africa,jan24
White-throated Sparrow,204,Africa,jan24
Eastern Towhee,6,Africa,jan24
Kurrichane Thrush,7,Africa,jan24
Swainson's Francolin,2,Africa,jan24
African Palm-Swift,16,Africa,jan24
Brown-hooded Kingfisher,6,Africa,jan24
Hamerkop,13,Africa,jan24
Black-collared Barbet,4,Africa,jan24
Scarlet-chested Sunbird,39,Africa,jan24
Yellow-bellied Greenbul,4,Africa,jan24
Common House-Martin,21,Africa,jan24
Fiery-necked Nightjar,34,Africa,jan24
Black Cuckoo,26,Africa,jan24
African Fish-Eagle,11,Africa,jan24
Fan-tailed Raven,16,Africa,jan24
Little Bittern,3,Africa,jan24
Northern Puffback,1,Africa,jan24
Grey-backed Camaroptera,1,Africa,jan24
Verreaux's Eagle-Owl,43,Africa,jan24
Belted Kingfisher,6,Africa,jan24
Golden-crowned Kinglet,20,Africa,jan24
Tufted Titmouse,100,Africa,jan24
White-breasted Nuthatch,119,Africa,jan24
Fish Crow,7,Africa,jan24
American Robin,3,Africa,jan24
Rufous-chested Swallow,2,Africa,jan24
Bearded Woodpecker,1,Africa,jan24
Long-tailed Nightjar,5,Africa,jan24
Red-and-yellow Barbet,1,Africa,jan24
Red-cheeked Cordonbleu,125,Africa,jan24
Northern Black-Flycatcher,1,Africa,jan24
Yellow-billed Shrike,1,Africa,jan24
Eurasian Hoopoe,24,Africa,jan24
African Black-headed Oriole,42,Africa,jan24
Gray Heron,9,Africa,jan24
Spotted Flycatcher,2,Africa,jan24
Long-tailed Duck,3,Africa,jan24
Great Black-backed Gull,1,Africa,jan24
Tundra Swan,6,Africa,jan24
Barn Swallow,6,Africa,jan24
Carolina Wren,38,Africa,jan24
Canada Goose,35,Africa,jan24
Savannah Sparrow,1,Africa,jan24
American Coot,2,Africa,jan24
Swamp Sparrow,1,Africa,jan24
Yellow-rumped Warbler,1,Africa,jan24
Carolina Chickadee,27,Africa,jan24
Brown Creeper,1,Africa,jan24
Northern Flicker,26,Africa,jan24
Mallard,3,Africa,jan24
Mourning Dove,9,Africa,jan24
Downy Woodpecker,7,Africa,jan24
Red-tailed Hawk,1,Africa,jan24
Common Swift,11,Africa,jan24
Speckled Mousebird,6,Africa,jan24
Yellow-billed Kite,2,Africa,jan24
Black Kite,2,Africa,jan24
Spotted Thick-knee,13,Africa,jan24
Levaillant's Cuckoo,1,Africa,jan24
Arrow-marked Babbler,6,Africa,jan24
African Gray Woodpecker,1,Africa,jan24
Namaqua Dove,11,Africa,jan24
Cardinal Woodpecker,4,Africa,jan24
Black-crowned Night-Heron,1,Africa,jan24
African Thrush,14,Africa,jan24
Crowned Lapwing,1,Africa,jan24
African Hoopoe,4,Africa,jan24
African Pied Wagtail,1,Africa,jan24
American Crow,10,Africa,jan24
Black-capped Chickadee,1,Africa,jan24
Song Sparrow,1,Africa,jan24
Hermit Thrush,6,Africa,jan24
Dark-eyed Junco,47,Africa,jan24
Northern Cardinal,45,Africa,jan24
Collared Flycatcher,1,Africa,jan24
Gray-headed Bushshrike,51,Africa,jan24
Red-bellied Woodpecker,4,Africa,jan24
House Sparrow,103,Africa,jan24
Northern Gray-headed Sparrow,20,Africa,jan24
White-backed Mousebird,1,Africa,jan24
Southern Double-collared Sunbird,5,Africa,jan24
Crested Guineafowl,2,Africa,jan24
Blacksmith Lapwing,1,Africa,jan24
Cape Rock-Thrush,2,Africa,jan24
South African Swallow,1,Africa,jan24
Bank Swallow,2,Africa,jan24
American Goldfinch,22,Africa,jan24
House Finch,13,Africa,jan24
European Starling,10,Africa,jan24
Common Grackle,9,Africa,jan24
American Tree Sparrow,19,Africa,jan24
Blue Jay,28,Africa,jan24
Hairy Woodpecker,9,Africa,jan24
White-tailed Crested-Flycatcher,2,Africa,jan24
Common Buzzard,1,Africa,jan24
Eurasian Tree Sparrow,1,Africa,jan24
Bonaparte's Gull,1,Africa,jan24
Green Barbet,1,Africa,jan24
Common Greenshank,4,Africa,jan24
Pied Barbet,22,Africa,jan24
Pearl-spotted Owlet,6,Africa,jan24
Red-breasted Nuthatch,1,Africa,jan24
Pileated Woodpecker,2,Africa,jan24
Cedar Waxwing,28,Africa,jan24
Green-winged Teal,1,Africa,jan24
Golden-tailed Woodpecker,2,Africa,jan24
Cinnamon-breasted Bunting,1,Africa,jan24
White-headed Woodhoopoe,53,Africa,jan24
Gray-headed Kingfisher,2,Africa,jan24
Red-billed Oxpecker,1,Africa,jan24
Eurasian Moorhen,1,Africa,jan24
Baglafecht Weaver,1,Africa,jan24
Wattled Starling,1,Africa,jan24
Splendid Starling,1,Africa,jan24
Tropical Boubou,4,Africa,jan24
Black-fronted Bulbul,5,Africa,jan24
White Helmetshrike,1,Africa,jan24
Western Reef-Heron,2,Africa,jan24
Yellow-fronted Canary,2,Africa,jan24
Cape Robin-Chat,163,Africa,feb24
White-browed Robin-Chat,427,Africa,feb24
Hadada Ibis,1650,Africa,feb24
Speckled Pigeon,40,Africa,feb24
Southern Gray-headed Sparrow,211,Africa,feb24
Pied Crow,35,Africa,feb24
Crested Barbet,210,Africa,feb24
Scarlet-chested Sunbird,281,Africa,feb24
Variable Sunbird,448,Africa,feb24
Red-eyed Dove,578,Africa,feb24
Rose-ringed Parakeet,78,Africa,feb24
Crested Francolin,1012,Africa,feb24
Gray Heron,16,Africa,feb24
Laughing Dove,1209,Africa,feb24
Emerald-spotted Wood-Dove,1143,Africa,feb24
White-breasted Sunbird,60,Africa,feb24
Gray Go-away-bird,311,Africa,feb24
Tropical Boubou,40,Africa,feb24
Ring-necked Dove,1322,Africa,feb24
Cape Crombec,14,Africa,feb24
Vinaceous Dove,18,Africa,feb24
Cinnamon-breasted Bunting,3,Africa,feb24
